Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
non-consumable,9.1,114.1518,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
food,15.85,60.722,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,20.0,105.2622,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
food,5.425,90.3514,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,16.5,180.9292,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
food,18.35,184.6266,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,16.7,120.2782,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,14.1,52.9956,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,1,0
food,19.1,149.0418,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,17.6,46.506,OUT010,1,2,2181.2889135750365,24,2,1,0,0,0,1,0
food,5.44,176.037,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,13.65,116.3834,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,12.792854228644991,62.051,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
food,17.6,156.0314,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,1,0
food,10.3,266.2226,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,1,0
non-consumable,12.792854228644991,253.504,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
drinks,9.0,38.619,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
food,15.85,44.6744,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,20.25,247.7092,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,8.355,91.2462,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
food,16.5,102.899,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,10.395,158.6604,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,8.8,210.5612,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,1,0
food,6.895,140.8812,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
non-consumable,11.8,78.5618,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
food,8.71,93.6778,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,6.92,91.2804,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,15.85,94.1094,OUT049,1,0,2181.2889135750365,23,0,0,1,0,0,1,0
food,7.785,106.5964,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,19.85,86.9856,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,21.35,96.9094,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,14.0,52.564,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,20.2,152.534,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,20.75,153.7682,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,10.895,130.5284,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,12.792854228644991,39.8138,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,21.25,174.537,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,16.2,258.8278,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,11.6,83.1276,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,12.792854228644991,33.2558,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,6.215,223.9062,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
drinks,16.75,53.2298,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,0
food,5.26,98.8068,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,7.22,64.951,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
drinks,12.792854228644991,37.6506,OUT027,1,2,2181.2889135750365,37,0,0,0,0,1,0,0
non-consumable,10.895,50.6666,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,6.055,160.1578,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,12.5,101.799,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,6.035,152.4998,OUT018,1,2,2181.2889135750365,13,0,0,0,1,0,1,0
food,12.792854228644991,130.4942,OUT019,2,0,2181.2889135750365,37,0,1,0,0,0,1,0
food,16.1,108.8596,OUT010,1,2,2181.2889135750365,24,1,1,0,0,0,1,0
food,12.5,86.3198,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,15.6,112.9518,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,17.85,125.402,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
non-consumable,10.895,50.2666,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,1
food,15.1,134.2942,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,7.97,108.2596,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,14.5,104.1332,OUT046,2,0,2181.2889135750365,25,2,1,1,0,0,1,0
food,18.7,254.8672,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,6.865,245.0486,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,12.792854228644991,263.5252,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
non-consumable,14.0,128.431,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
drinks,10.8,72.238,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
food,6.78,229.3694,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
food,7.52,181.795,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,6.865,244.7486,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
drinks,11.65,40.1164,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
food,12.792854228644991,103.3332,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,9.695,175.237,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,12.792854228644991,118.0124,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
non-consumable,14.0,41.9454,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
food,6.195,121.9098,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,1,0
food,17.6,170.8422,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
drinks,17.25,262.291,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,0,0
drinks,12.792854228644991,124.6362,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,0
food,6.17,64.0826,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
non-consumable,14.75,236.5906,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
food,12.792854228644991,184.0608,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,1,0
food,12.3,191.8162,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,20.25,248.1092,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,14.0,216.6192,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
non-consumable,7.105,58.4562,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,15.35,193.7504,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
non-consumable,12.0,262.2278,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,0,1
food,17.5,105.099,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,1,0
food,12.792854228644991,113.1544,OUT027,1,2,2181.2889135750365,37,2,1,0,0,1,1,0
drinks,7.39,191.753,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,0
food,13.6,109.7912,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,11.1,159.1604,OUT018,1,2,2181.2889135750365,13,0,0,0,1,0,1,0
food,8.0,247.8092,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,9.21,120.2414,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,16.2,105.099,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,20.35,122.5072,OUT013,0,2,2181.2889135750365,35,0,0,1,0,0,1,0
non-consumable,18.6,121.8414,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,8.935,53.3298,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,1,0
food,7.35,41.7454,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,13.35,90.0804,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,8.27,150.3708,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
drinks,7.27,114.4518,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,0,0
food,10.195,194.9794,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,11.65,186.524,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,9.895,259.1278,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,12.792854228644991,233.7958,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
food,10.8,98.8042,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
drinks,11.6,141.0154,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,0
food,17.6,45.2402,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
non-consumable,9.0,169.3474,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,8.71,184.7924,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,10.5,160.8578,OUT018,1,2,2181.2889135750365,13,0,1,0,1,0,1,0
non-consumable,14.75,239.1906,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,12.85,156.863,OUT045,1,1,2181.2889135750365,20,0,0,1,0,0,1,0
non-consumable,12.792854228644991,109.7228,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,0,1
food,19.35,167.0474,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,16.85,193.2478,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,20.0,126.9678,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,12.15,253.604,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
non-consumable,7.68,85.1224,OUT046,2,0,2181.2889135750365,25,0,0,1,0,0,0,1
food,14.15,255.8014,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,16.35,167.7842,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,20.0,128.8678,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,20.85,117.7808,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,12.792854228644991,158.3288,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,17.85,122.5072,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,6.035,155.3998,OUT046,2,0,2181.2889135750365,25,0,0,1,0,0,1,0
food,12.35,48.4692,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,18.7,180.4292,OUT010,1,2,2181.2889135750365,24,0,1,0,0,0,1,0
food,12.792854228644991,148.5076,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
non-consumable,18.35,191.1162,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
non-consumable,10.695,36.9848,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,12.792854228644991,229.801,OUT019,2,0,2181.2889135750365,37,2,1,0,0,0,1,0
food,7.89,120.4782,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,6.655,210.4586,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,15.85,37.5164,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,8.35,74.2354,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,12.5,128.302,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,12.792854228644991,180.3002,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,20.25,91.212,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
non-consumable,12.792854228644991,134.3942,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,0,1
drinks,10.1,61.9878,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,0
food,12.792854228644991,79.496,OUT019,2,0,2181.2889135750365,37,1,1,0,0,0,1,0
food,7.1,173.608,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,12.85,38.4164,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,7.68,191.9162,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,12.6,51.3982,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,12.792854228644991,197.8768,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,1,0
food,15.6,61.3194,OUT046,2,0,2181.2889135750365,25,2,1,1,0,0,1,0
non-consumable,5.32,100.1674,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,0,1
non-consumable,8.275,106.3306,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,0,1
food,12.792854228644991,56.1588,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,18.85,59.2562,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
non-consumable,6.825,264.9226,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,11.1,149.6366,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,15.7,126.2046,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,5.675,158.7288,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,8.895,123.273,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
drinks,14.65,55.6614,OUT035,2,1,2181.2889135750365,18,0,0,1,0,0,0,0
food,17.0,249.1434,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
drinks,11.8,197.4084,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,0,0
food,19.75,211.8902,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,12.792854228644991,109.4886,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,14.3,122.473,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,14.85,189.8214,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,12.792854228644991,100.8674,OUT027,1,2,2181.2889135750365,37,2,1,0,0,1,1,0
food,10.395,156.9604,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,12.792854228644991,87.8198,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,6.635,39.4506,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,18.25,196.7452,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
food,17.7,97.241,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,14.85,141.9812,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,5.035,227.9036,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,15.35,88.383,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
food,17.1,206.3638,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
food,9.5,185.3608,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,12.792854228644991,161.0894,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,20.6,211.2244,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,7.235,114.2834,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,19.35,168.8816,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,8.1,40.848,OUT017,1,1,2181.2889135750365,15,0,1,1,0,0,1,0
food,9.035,149.9708,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,10.0,230.1668,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,17.85,125.602,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,6.65,148.0734,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
drinks,12.792854228644991,143.0812,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,0
food,9.3,153.3314,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,15.7,251.7724,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
food,15.2,176.7054,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
non-consumable,9.105,32.59,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
food,9.42,63.3194,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,12.792854228644991,130.5284,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,1,0
food,9.3,156.7314,OUT010,1,2,2181.2889135750365,24,1,1,0,0,0,1,0
food,11.8,125.2704,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,19.2,92.4488,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
food,6.55,101.3332,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,12.85,158.263,OUT013,0,2,2181.2889135750365,35,0,0,1,0,0,1,0
food,12.792854228644991,180.966,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,9.195,80.7592,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,14.0,179.9634,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,10.1,156.1656,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,13.85,161.921,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,12.0,98.4042,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,12.792854228644991,104.0648,OUT019,2,0,2181.2889135750365,37,2,1,0,0,0,1,0
food,13.8,76.5012,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,10.8,41.0138,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,12.3,173.2396,OUT018,1,2,2181.2889135750365,13,2,1,0,1,0,1,0
drinks,17.6,86.6856,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,0,0
drinks,5.73,85.1882,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
drinks,15.35,93.312,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,0,0
non-consumable,15.2,114.9492,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,0,1
food,10.5,158.4578,OUT017,1,1,2181.2889135750365,15,0,1,1,0,0,1,0
drinks,15.75,250.7382,OUT045,1,1,2181.2889135750365,20,0,0,1,0,0,0,0
drinks,12.792854228644991,143.6128,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,0
food,12.792854228644991,36.4874,OUT027,1,2,2181.2889135750365,37,0,1,0,0,1,1,0
food,17.1,111.3886,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,1,0
food,19.0,130.9626,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
non-consumable,14.6,239.4538,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,6.765,104.4306,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,10.395,90.1514,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,12.792854228644991,179.1976,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,1
food,10.695,59.6536,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,8.895,210.1954,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,17.6,163.0868,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
drinks,8.85,123.5388,OUT046,2,0,2181.2889135750365,25,2,1,1,0,0,0,0
food,14.3,86.5224,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,17.25,61.3194,OUT049,1,0,2181.2889135750365,23,0,1,1,0,0,1,0
food,8.63,186.0582,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
drinks,14.15,80.9276,OUT013,0,2,2181.2889135750365,35,0,0,1,0,0,0,0
drinks,9.5,224.7088,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,0
drinks,13.0,173.8054,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,0,0
food,12.792854228644991,105.8596,OUT019,2,0,2181.2889135750365,37,0,1,0,0,0,1,0
food,12.35,196.0426,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,13.1,118.6782,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,12.792854228644991,211.3244,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
non-consumable,12.792854228644991,166.2526,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,0,1
food,14.5,168.4448,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,16.5,90.9146,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
drinks,18.25,172.008,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,0
food,15.25,86.3198,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,12.792854228644991,143.3128,OUT027,1,2,2181.2889135750365,37,0,1,0,0,1,1,0
drinks,10.5,158.3946,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
food,18.6,188.7898,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,6.865,243.1486,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,10.395,88.5514,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
drinks,12.792854228644991,251.5382,OUT027,1,2,2181.2889135750365,37,0,0,0,0,1,0,0
food,21.1,127.7994,OUT010,1,2,2181.2889135750365,24,1,1,0,0,0,1,0
food,19.6,169.6816,OUT046,2,0,2181.2889135750365,25,2,1,1,0,0,1,0
food,5.675,157.7288,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
drinks,9.8,48.006,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,0
food,12.792854228644991,39.0848,OUT027,1,2,2181.2889135750365,37,0,1,0,0,1,1,0
food,7.235,196.7452,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,19.35,49.7034,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
food,10.0,230.9668,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,15.2,47.5034,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
food,7.865,165.9526,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,19.5,161.792,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,12.5,196.3426,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,7.64,91.412,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,6.405,128.9678,OUT018,1,2,2181.2889135750365,13,0,0,0,1,0,1,0
food,5.19,104.999,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,7.81,166.1158,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,7.72,119.144,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,7.55,154.834,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,14.8,192.2846,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
non-consumable,14.5,164.621,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,17.6,120.0782,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,12.6,207.4612,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
non-consumable,12.5,170.4448,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,0,1
food,6.035,186.124,OUT010,1,2,2181.2889135750365,24,2,1,0,0,0,1,0
food,12.792854228644991,115.8492,OUT019,2,0,2181.2889135750365,37,1,1,0,0,0,1,0
food,15.35,89.383,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,1,0
food,12.792854228644991,191.8162,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,17.5,145.5102,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,15.7,178.866,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,10.0,264.6226,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
non-consumable,14.5,156.8604,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,0,1
food,10.395,228.8352,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,12.15,183.595,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,12.85,230.6642,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,7.725,250.9092,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,19.7,197.311,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
drinks,17.6,86.1856,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,0,0
non-consumable,13.85,41.948,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,6.155,213.856,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
food,12.792854228644991,187.953,OUT019,2,0,2181.2889135750365,37,2,1,0,0,0,1,0
food,12.792854228644991,140.1496,OUT019,2,0,2181.2889135750365,37,1,1,0,0,0,1,0
food,12.35,50.2692,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,6.44,97.97,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
drinks,19.5,231.8958,OUT018,1,2,2181.2889135750365,13,2,1,0,1,0,0,0
food,12.15,36.7532,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,7.22,63.951,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
drinks,20.7,77.267,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,0,0
food,7.09,49.3034,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,9.395,85.2198,OUT045,1,1,2181.2889135750365,20,0,1,1,0,0,1,0
food,15.5,263.1568,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
non-consumable,12.792854228644991,255.8672,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
food,12.792854228644991,117.2492,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,9.195,46.4744,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
drinks,16.1,191.5846,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,0
non-consumable,8.39,162.3868,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,0,1
food,10.5,80.696,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,13.8,109.5254,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,13.65,56.3588,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
